Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,Accepted_Cmp,duration,children,HighestPurchaseSource
Technical School,Married,54210.0,70,54,109,80,9,45,2,4,1,7,5,0,44,No,13.34154688569473,1,store
College Graduate,Married,38508.0,120,19,206,25,19,54,6,7,2,5,8,0,37,No,13.138945927446954,1,web
College Graduate,Together,53187.0,211,2,30,7,7,10,2,4,1,6,5,0,53,No,12.906228610540726,1,store
College Graduate,Married,30023.0,11,0,16,7,6,21,1,2,0,3,8,0,51,No,12.498288843258042,1,store
PhD,Single,76045.0,760,53,400,17,93,0,1,4,5,11,2,0,63,Yes,12.851471594798083,0,store
PhD,Married,50870.0,53,0,8,0,0,2,1,2,0,3,5,0,71,No,12.260095824777549,1,store
Technical School,Married,15315.0,7,4,13,15,8,17,2,2,0,4,5,0,53,No,13.136208076659821,0,store
Technical School,Married,65463.0,391,32,70,21,32,16,2,6,2,9,5,0,49,Yes,12.643394934976044,1,store
College Graduate,Married,66480.0,199,9,57,20,21,6,7,4,1,7,4,0,58,No,12.31211498973306,2,store
College Graduate,Divorced,76773.0,516,56,449,86,33,16,1,2,2,11,1,0,69,No,13.571526351813826,0,store
Technical School,Single,81698.0,709,45,115,30,160,45,1,8,2,5,5,0,40,Yes,13.560574948665298,0,web
PhD,Single,54466.0,12,0,4,0,0,0,1,1,0,2,5,0,50,No,12.616016427104723,2,store
Master,Single,98777.0,1000,19,711,125,115,38,0,4,6,9,1,0,63,Yes,12.594113620807667,0,store
PhD,Single,16269.0,19,3,18,3,1,0,3,3,0,3,8,0,39,No,13.062286105407255,1,web
College Graduate,Together,71819.0,1224,28,140,0,14,168,3,3,3,5,6,0,52,Yes,13.067761806981519,1,store
PhD,Married,33569.0,16,2,18,3,0,24,1,1,1,2,8,0,40,Yes,12.933607118412047,1,store
Master,Married,36262.0,88,39,54,64,28,153,1,3,5,3,6,0,40,Yes,13.00479123887748,0,catalog
High School,Together,22634.0,2,23,11,8,6,46,1,2,1,2,8,0,57,No,13.681040383299111,0,web
Technical School,Married,47025.0,508,11,59,23,5,29,5,11,1,6,9,0,45,No,13.026694045174539,1,web
College Graduate,Single,70566.0,381,28,215,84,28,21,2,6,5,9,3,0,55,No,12.960985626283367,1,store
PhD,Married,31605.0,74,0,42,2,1,6,2,2,1,4,7,0,44,No,13.831622176591376,1,store
Master,Divorced,52034.0,146,0,93,7,13,73,5,4,2,5,7,0,50,No,13.349760438056126,2,store
College Graduate,Single,48526.0,23,17,23,43,20,9,1,2,1,4,3,0,44,No,12.744695414099931,1,store
College Graduate,Married,46734.0,110,5,137,26,23,29,2,6,1,5,7,0,69,No,13.842573579739904,1,web
College Graduate,Divorced,39552.0,165,3,147,4,24,41,7,6,2,5,8,0,61,Yes,13.760438056125942,2,web
College Graduate,Single,86358.0,957,47,494,82,47,95,4,5,3,6,8,0,57,No,14.121834360027378,2,store
College Graduate,Together,46931.0,41,0,17,3,1,16,2,1,1,3,3,0,46,No,12.413415468856947,3,store
High School,Single,16581.0,1,3,4,2,3,11,1,0,0,3,4,0,38,No,13.69199178644764,0,store
Technical School,Divorced,63998.0,176,29,818,0,33,112,1,7,6,11,4,0,71,Yes,12.75564681724846,0,store
Master,Married,67381.0,815,8,53,11,0,70,4,2,2,9,7,0,72,Yes,13.683778234086242,1,store
College Graduate,Single,25930.0,6,1,2,2,0,4,1,1,0,2,7,0,56,No,12.950034223134839,2,store
College Graduate,Married,42693.0,8,4,20,6,3,16,1,1,0,3,5,0,45,No,12.292950034223136,1,store
College Graduate,Together,85606.0,717,42,864,219,30,84,2,6,7,9,3,0,47,Yes,13.859000684462696,1,store
College Graduate,Single,72903.0,1067,138,750,0,19,39,1,7,5,8,4,0,38,Yes,12.898015058179329,0,store
Technical School,Together,49669.0,166,5,107,11,8,29,2,5,1,6,6,0,49,No,12.331279945242985,1,store
PhD,Married,36778.0,29,4,34,2,4,4,3,3,0,3,9,0,55,No,14.130047912388775,2,web
PhD,Divorced,85696.0,714,76,395,116,0,12,1,4,6,9,1,0,61,Yes,13.388090349075975,0,store
Master,Divorced,10979.0,8,4,10,2,2,4,2,3,0,3,5,0,34,No,12.336755646817249,0,web
College Graduate,Married,49678.0,229,5,56,3,2,20,2,6,2,4,7,0,62,No,13.634496919917865,1,web
Master,Together,56129.0,320,48,133,39,72,48,4,6,2,10,4,0,70,No,13.256673511293634,1,store
College Graduate,Married,37155.0,23,0,26,7,15,3,1,2,0,4,5,0,34,No,13.639972621492129,1,store
Technical School,Divorced,21282.0,1,5,8,4,8,20,2,2,1,2,6,0,45,No,12.366872005475702,1,web
PhD,Single,33419.0,56,0,12,0,0,18,2,2,0,4,7,0,61,No,13.097878165639973,1,store
College Graduate,Widow,63285.0,508,124,249,50,38,134,1,6,5,13,3,0,78,No,12.878850102669405,0,store
Master,Together,21255.0,29,0,25,2,2,3,4,2,1,4,4,0,49,No,12.668035592060233,1,store
College Graduate,Together,42162.0,46,7,59,2,4,27,2,3,1,3,6,0,42,Yes,12.840520191649555,1,web
College Graduate,Together,54450.0,454,0,171,8,19,32,12,9,2,8,8,0,67,No,14.020533880903491,2,web
PhD,Married,57744.0,350,3,39,0,0,19,2,9,1,4,8,0,69,No,12.85968514715948,1,web
College Graduate,Single,26576.0,10,0,8,0,0,9,1,1,0,2,9,0,37,Yes,13.94113620807666,1,store
PhD,Widow,57513.0,735,40,183,52,20,30,2,9,3,13,6,0,80,No,13.212867898699521,0,store
College Graduate,Together,68142.0,897,126,196,91,112,37,3,10,4,7,6,0,59,No,14.064339493497604,1,web
College Graduate,Married,7500.0,5,2,3,3,0,5,1,1,0,2,8,0,44,No,14.064339493497604,1,store
College Graduate,Together,83145.0,777,35,731,39,137,114,1,5,9,11,2,0,49,Yes,13.998631074606434,0,store
Master,Married,54197.0,162,6,37,6,13,13,2,1,3,6,1,0,63,No,12.470910335386721,1,store
PhD,Single,23091.0,35,0,11,0,0,2,4,2,1,3,7,0,60,No,12.320328542094456,2,store
College Graduate,Married,46049.0,342,9,112,19,14,19,10,5,2,9,7,0,47,Yes,13.17180013689254,2,store
College Graduate,Together,56715.0,258,105,239,237,172,9,1,7,3,4,4,0,49,No,13.796030116358658,0,web
College Graduate,Married,79410.0,658,80,483,123,13,13,1,3,2,5,1,0,62,No,12.317590691307323,0,store
College Graduate,Married,57304.0,356,80,329,138,17,106,2,7,6,10,5,0,72,No,13.533196440793978,1,store
College Graduate,Married,44375.0,213,5,28,7,7,41,1,4,1,6,5,0,58,No,12.501026694045175,1,store
College Graduate,Together,54450.0,454,0,171,8,19,32,12,9,2,8,8,0,67,No,14.020533880903491,2,web
College Graduate,Married,59594.0,457,4,29,0,0,9,1,8,1,7,7,0,58,Yes,13.921971252566735,1,web
College Graduate,Together,80685.0,241,45,604,34,26,54,1,6,4,10,2,0,29,No,14.08350444900753,0,store
PhD,Married,40344.0,210,0,6,0,0,2,2,4,1,5,7,0,49,No,12.941820670773442,1,store
College Graduate,Married,62710.0,441,35,83,7,29,11,4,4,2,12,4,0,51,No,13.333333333333334,1,store
Technical School,Married,48985.0,19,13,18,10,7,8,1,1,1,3,3,0,55,No,13.215605749486652,1,store
College Graduate,Together,35322.0,28,9,37,12,7,13,3,2,0,4,8,0,55,No,14.08350444900753,3,store
College Graduate,Married,77142.0,476,75,162,29,151,97,1,4,4,8,2,0,75,No,13.316906228610542,0,store
College Graduate,Single,81657.0,364,40,425,158,60,50,1,3,4,8,1,0,54,No,12.6652977412731,0,store
High School,Married,14421.0,0,0,2,3,3,8,1,1,0,2,5,0,27,Yes,12.594113620807667,0,store
Technical School,Married,20130.0,0,6,3,7,6,12,1,1,0,3,8,0,49,No,12.517453798767967,0,store
PhD,Married,74214.0,863,83,547,86,99,33,1,8,2,5,5,0,33,No,14.072553045859001,0,web
Master,Married,66726.0,349,7,35,0,0,47,3,8,2,4,7,0,66,Yes,12.692676249144421,2,web
High School,Together,23724.0,5,23,15,0,18,14,2,2,0,3,8,0,44,No,13.702943189596168,1,store
Master,Married,47353.0,184,2,19,8,8,4,3,2,2,6,5,0,63,No,12.856947296372347,1,store
Master,Married,33444.0,8,0,8,0,0,2,1,1,0,2,8,0,71,No,13.883641341546886,2,store
College Graduate,Married,54386.0,277,21,64,62,21,25,2,3,2,10,3,0,42,No,13.349760438056126,1,store
College Graduate,Divorced,28510.0,44,5,19,0,4,19,3,2,0,4,5,0,42,No,13.442847364818617,2,store
Master,Single,90638.0,1156,120,915,94,144,96,1,3,4,10,1,0,32,Yes,12.605065023956195,0,store
College Graduate,Together,48070.0,373,14,83,6,9,19,3,8,2,6,7,1,73,No,13.689253935660506,1,web
College Graduate,Married,43140.0,134,8,76,6,0,11,1,4,1,5,6,0,66,No,13.711156741957563,1,store
PhD,Divorced,54959.0,1148,0,60,0,0,24,3,9,5,4,7,0,62,Yes,13.672826830937714,1,web
High School,Single,15056.0,6,12,3,21,6,40,5,2,2,3,5,0,65,No,13.388090349075975,2,store
College Graduate,Single,26954.0,4,1,11,0,0,1,1,1,0,2,7,0,52,No,12.375085557837098,1,store
College Graduate,Single,22327.0,5,4,8,2,0,5,1,1,0,3,5,0,38,No,13.138945927446954,1,store
College Graduate,Married,44393.0,24,2,20,2,2,10,2,1,0,4,4,0,58,No,13.084188911704311,2,store
PhD,Single,62000.0,899,0,101,0,0,20,1,6,6,13,4,0,71,Yes,13.075975359342916,1,store
PhD,Together,31497.0,108,1,28,13,1,4,2,3,1,4,8,0,61,No,13.793292265571527,1,store
Technical School,Married,45894.0,27,2,7,0,2,13,1,1,0,3,5,0,49,No,12.566735112936344,2,store
Master,Divorced,78579.0,816,66,549,216,66,99,1,5,6,4,3,0,53,Yes,13.749486652977414,0,catalog
Master,Widow,67369.0,1298,0,70,37,14,42,4,7,4,10,4,0,54,Yes,13.845311430527037,1,store
College Graduate,Divorced,58401.0,10,0,11,17,29,29,1,1,2,2,4,0,63,No,12.424366872005475,1,catalog
College Graduate,Single,62307.0,87,13,34,10,6,10,1,4,0,4,5,0,71,No,12.594113620807667,1,web
Master,Married,43641.0,57,2,51,4,2,23,3,2,1,4,6,0,54,No,13.418206707734429,2,store
Master,Divorced,63841.0,635,15,100,20,7,131,1,9,3,9,6,0,55,No,13.42094455852156,1,web
Technical School,Married,46891.0,43,12,23,29,15,61,1,2,1,4,4,0,58,No,13.05681040383299,1,store
Master,Married,70091.0,964,34,137,15,0,11,2,5,2,10,8,0,54,Yes,13.478439425051334,1,store
PhD,Married,78075.0,572,8,259,34,35,80,1,3,5,5,1,0,51,No,12.465434633812457,0,catalog
Technical School,Widow,59184.0,341,142,113,259,151,66,3,6,6,12,5,0,62,No,14.03422313483915,1,store
College Graduate,Married,54809.0,63,6,57,13,13,22,4,2,1,5,4,0,46,No,13.02943189596167,2,store
College Graduate,Married,58113.0,221,104,169,102,78,84,3,9,2,8,7,1,64,No,13.656399726214921,1,web
Master,Married,51412.0,140,3,29,4,5,14,2,3,2,4,4,0,65,No,12.725530458590006,1,store
College Graduate,Divorced,15287.0,1,2,8,4,3,13,2,1,1,2,7,0,44,Yes,13.949349760438055,1,store
Master,Together,66636.0,291,10,689,84,10,0,1,3,4,9,1,0,66,No,13.097878165639973,0,store
Master,Married,50965.0,544,13,85,8,6,29,3,10,4,5,8,0,67,Yes,13.585215605749486,1,web
PhD,Married,84618.0,684,100,801,21,66,0,1,6,9,10,2,0,58,Yes,12.83230663928816,0,store
College Graduate,Married,18351.0,1,12,9,0,14,7,1,2,0,3,7,0,33,No,12.898015058179329,0,store
PhD,Together,40451.0,35,0,4,0,0,10,1,1,1,2,5,0,66,Yes,12.596851471594798,2,store
College Graduate,Together,36317.0,87,3,25,3,2,13,2,3,0,4,7,0,58,No,13.336071184120465,1,store
College Graduate,Together,42213.0,309,3,24,4,3,20,2,5,1,7,7,0,66,Yes,12.944558521560575,1,store
College Graduate,Together,65748.0,172,73,93,95,78,34,2,2,4,10,1,1,68,No,13.437371663244353,1,store
College Graduate,Together,77044.0,625,38,242,50,34,76,2,7,11,11,4,0,51,Yes,12.903490759753593,1,catalog
College Graduate,Together,74918.0,972,59,913,25,19,59,1,5,9,6,3,0,54,Yes,13.530458590006845,0,catalog
College Graduate,Married,56721.0,157,6,39,6,13,75,5,4,1,5,6,0,51,No,13.891854893908283,2,store
College Graduate,Single,42160.0,48,9,45,3,15,20,4,2,1,4,6,0,48,Yes,13.234770704996578,2,store
College Graduate,Single,61559.0,279,83,88,32,14,34,1,4,2,10,3,0,58,No,13.182751540041068,1,store
PhD,Together,33629.0,132,0,16,0,0,4,5,3,1,4,9,0,60,No,14.121834360027378,2,store
PhD,Together,68682.0,919,0,505,99,30,45,1,4,9,10,2,0,32,No,12.960985626283367,0,store
College Graduate,Single,34377.0,62,0,22,3,1,26,2,2,2,2,7,0,60,No,13.672826830937714,1,web
High School,Single,8940.0,1,45,3,4,6,42,3,3,1,3,8,0,37,No,14.08350444900753,1,web
College Graduate,Married,26228.0,2,6,4,3,1,9,1,1,0,2,8,0,50,No,12.999315537303216,1,store
Technical School,Divorced,77297.0,408,61,109,48,122,41,1,5,7,9,4,0,66,Yes,13.653661875427789,0,store
College Graduate,Married,40211.0,51,1,7,2,1,25,2,2,1,2,8,0,42,Yes,13.14715947980835,2,web
PhD,Widow,33438.0,62,1,16,3,2,6,4,2,1,4,5,0,65,No,12.999315537303216,2,store
PhD,Married,75032.0,952,12,180,47,12,12,2,5,4,9,3,0,64,No,13.401779603011637,1,store
PhD,Single,61284.0,618,15,106,20,7,45,1,11,2,8,6,0,68,Yes,12.944558521560575,0,web
College Graduate,Married,22518.0,11,7,12,2,2,27,2,2,1,2,5,0,37,Yes,13.91649555099247,1,web
Master,Married,54730.0,318,3,17,4,7,56,5,4,1,8,4,0,48,No,13.103353867214237,1,store
Master,Married,38452.0,56,0,14,0,0,2,3,3,0,3,7,0,68,No,12.48186173853525,2,web
College Graduate,Divorced,44421.0,110,5,59,7,1,7,5,5,0,4,8,0,52,No,13.598904859685147,2,web
PhD,Together,38197.0,23,0,11,2,1,3,1,1,0,3,5,0,37,No,13.232032854209445,1,store
College Graduate,Divorced,41986.0,27,5,8,8,3,12,3,3,0,4,4,0,45,No,12.616016427104723,1,store
College Graduate,Together,28427.0,18,3,19,3,3,6,2,2,0,3,8,0,40,No,13.505817932922655,1,store
PhD,Together,37395.0,18,0,9,0,1,11,1,1,0,3,6,0,47,No,12.39151266255989,1,store
College Graduate,Married,64722.0,303,0,280,60,147,15,4,8,2,11,6,0,52,No,12.32580424366872,1,store
Master,Together,55249.0,97,1,19,2,0,11,1,2,1,4,3,0,67,No,12.432580424366872,1,store
College Graduate,Together,84906.0,997,15,414,99,30,76,1,5,6,12,2,0,51,Yes,12.966461327857632,0,store
College Graduate,Married,28691.0,5,4,13,8,0,4,1,1,0,3,8,0,34,No,13.218343600273785,1,store
College Graduate,Single,44213.0,95,11,35,0,4,7,4,2,1,5,6,0,71,No,12.813141683778234,2,store
High School,Single,25707.0,1,6,2,3,6,3,1,1,0,3,7,0,39,No,12.676249144421629,1,store
PhD,Married,59062.0,46,1,12,3,0,9,2,2,0,3,4,0,56,No,12.969199178644764,3,store
College Graduate,Single,76624.0,411,106,147,54,115,66,1,5,10,7,1,0,61,Yes,12.331279945242985,1,catalog
Master,Together,66000.0,244,51,270,101,0,45,1,1,3,5,1,0,76,No,12.424366872005475,0,store
PhD,Together,27683.0,152,9,121,12,12,45,4,6,2,4,8,0,45,No,14.132785763175907,1,web
College Graduate,Divorced,1730.0,1,1,3,1,1,1,15,0,0,0,20,0,52,No,12.347707049965777,0,web
High School,Single,7500.0,10,17,18,8,26,40,4,3,2,2,9,0,31,No,13.801505817932922,1,web
College Graduate,Together,40521.0,12,0,5,0,0,4,1,0,1,2,5,0,55,No,13.464750171115675,2,store
PhD,Together,20427.0,5,0,4,0,0,1,1,1,0,2,8,0,50,No,12.498288843258042,1,store
College Graduate,Married,65106.0,790,19,133,12,0,19,3,8,3,13,6,0,48,Yes,12.331279945242985,1,store
PhD,Married,69969.0,882,29,514,38,29,44,1,4,2,6,3,0,58,Yes,13.070499657768652,0,store
College Graduate,Married,67433.0,615,28,259,12,48,30,4,6,5,13,4,0,71,Yes,13.1854893908282,2,store
PhD,Married,77766.0,1004,59,265,115,59,27,2,11,10,11,6,0,56,Yes,13.579739904175222,1,web
College Graduate,Married,74716.0,133,27,421,13,195,71,2,7,3,5,4,0,51,No,13.026694045174539,1,web
College Graduate,Divorced,68118.0,595,23,123,10,23,154,2,8,9,4,6,0,60,No,12.928131416837783,1,catalog
PhD,Married,55158.0,293,0,87,4,11,23,4,7,2,5,7,0,53,Yes,14.146475017111568,2,web
Technical School,Married,62972.0,313,15,47,20,0,192,2,7,4,3,6,0,68,Yes,14.13552361396304,1,web
College Graduate,Married,74190.0,151,81,86,168,91,64,2,4,2,11,2,0,48,No,12.36413415468857,1,store
College Graduate,Married,39356.0,15,0,2,0,0,6,1,1,0,2,6,0,47,Yes,12.511978097193703,2,store
College Graduate,Together,76653.0,736,63,946,219,189,126,1,4,7,11,2,0,54,Yes,13.100616016427105,0,store
PhD,Divorced,35860.0,15,0,8,4,2,20,2,1,1,2,5,0,50,Yes,12.344969199178644,2,store
PhD,Divorced,90687.0,982,17,672,23,34,51,1,6,2,8,2,0,40,Yes,13.336071184120465,0,store
Master,Together,73450.0,1142,51,415,90,69,37,1,7,8,11,3,0,41,Yes,12.796714579055442,0,store
College Graduate,Married,31454.0,28,0,11,0,0,9,3,2,0,3,8,0,63,No,13.212867898699521,2,store
College Graduate,Single,47139.0,46,0,12,0,2,23,2,2,1,2,7,0,71,Yes,12.54757015742642,2,web
College Graduate,Divorced,83829.0,897,161,430,186,161,27,0,4,7,6,1,0,48,Yes,12.955509924709103,0,catalog
PhD,Married,53378.0,489,6,152,8,6,132,10,9,4,6,8,0,60,Yes,13.99315537303217,2,web
College Graduate,Together,19656.0,25,4,9,6,8,32,3,2,1,3,7,0,53,No,13.618069815195073,1,store
PhD,Married,45579.0,145,1,33,2,1,1,1,4,1,4,6,0,75,No,13.089664613278575,1,web
Technical School,Single,85485.0,630,26,611,44,18,54,1,6,6,6,2,0,65,No,12.254620123203285,0,web
College Graduate,Married,55956.0,760,38,104,50,9,38,2,7,3,4,4,0,79,Yes,12.459958932238193,0,web
Master,Single,64191.0,420,15,186,151,38,15,3,5,3,13,3,0,60,No,13.664613278576317,1,store
College Graduate,Single,38808.0,125,17,52,3,19,30,4,5,1,4,8,0,51,Yes,14.072553045859001,1,web
Master,Married,57183.0,464,5,64,7,0,70,8,9,1,7,8,0,57,No,13.51129363449692,2,web
Master,Divorced,23748.0,6,6,29,12,15,8,3,2,1,3,8,0,55,No,13.834360027378509,1,store
College Graduate,Married,66303.0,1090,12,96,16,12,60,4,3,4,11,8,0,52,Yes,13.568788501026694,1,store
Master,Married,37368.0,3,2,11,2,2,10,1,1,0,2,6,0,48,Yes,12.766598220396988,1,store
College Graduate,Married,40800.0,24,0,27,8,30,10,2,3,0,3,7,1,59,No,13.722108145106091,3,web
College Graduate,Divorced,71847.0,737,21,106,55,63,210,0,6,7,9,3,0,45,Yes,14.001368925393566,0,store
College Graduate,Married,46149.0,254,6,71,4,0,27,5,5,1,7,5,0,48,No,12.813141683778234,1,store
College Graduate,Together,78687.0,817,185,687,145,55,241,1,4,6,8,2,0,40,Yes,14.119096509240247,0,store
Technical School,Divorced,49118.0,620,54,239,99,98,119,2,9,7,10,7,0,52,Yes,14.094455852156058,0,store
PhD,Married,37633.0,13,4,20,0,0,1,2,1,0,3,9,0,66,No,14.004106776180699,2,store
Master,Together,39767.0,113,61,204,34,26,47,2,7,1,7,8,0,72,No,13.17180013689254,0,web
High School,Married,26997.0,7,23,78,133,49,144,2,4,2,5,7,0,72,No,13.878165639972622,0,store
College Graduate,Divorced,33986.0,16,2,18,2,1,5,1,1,0,3,7,0,53,No,13.52498288843258,1,store
PhD,Married,57091.0,462,0,24,6,0,4,2,9,2,5,7,0,51,Yes,13.828884325804244,1,web
Technical School,Married,46831.0,22,2,10,6,4,34,2,1,2,2,4,0,54,No,13.289527720739219,2,catalog
Master,Married,83151.0,968,147,842,137,42,210,1,5,7,10,2,0,51,Yes,13.612594113620808,0,store
College Graduate,Married,52531.0,283,112,151,51,72,125,2,7,2,10,6,0,52,No,13.727583846680355,0,store
College Graduate,Married,15759.0,1,2,5,6,0,3,1,1,0,2,7,0,67,No,13.045859000684462,0,store
College Graduate,Single,22804.0,14,1,7,2,1,1,1,2,0,2,9,0,52,No,13.144421629021219,1,web
Technical School,Married,43050.0,30,5,24,6,3,8,2,2,0,4,5,0,50,No,12.514715947980836,1,store
PhD,Single,42997.0,4,0,5,0,1,5,1,1,0,2,7,0,46,No,12.791238877481177,2,store
PhD,Single,48918.0,52,0,9,0,0,1,2,1,0,4,4,0,60,No,12.446269678302533,2,store
Master,Together,60033.0,62,1,57,19,11,48,2,2,1,5,2,0,69,No,12.484599589322382,1,store
PhD,Together,34043.0,20,2,14,3,0,10,1,2,0,2,9,0,45,No,12.908966461327857,1,web
College Graduate,Together,57811.0,545,7,114,37,21,78,5,7,2,11,5,0,57,Yes,13.245722108145106,1,store
College Graduate,Married,78569.0,558,79,622,207,175,95,1,4,6,4,1,0,77,Yes,12.588637919233403,0,catalog
College Graduate,Single,7500.0,6,5,4,13,4,25,4,2,1,3,6,0,45,No,13.735797399041752,2,store
Master,Together,157733.0,39,1,9,2,0,8,0,1,0,1,1,0,52,No,13.300479123887747,1,web
College Graduate,Together,94384.0,1111,24,790,160,45,172,0,5,8,5,2,0,70,Yes,13.552361396303901,0,catalog
Technical School,Married,23148.0,4,6,8,6,3,10,1,2,0,3,7,0,38,No,12.591375770020534,0,store
College Graduate,Divorced,44267.0,183,5,65,3,5,49,5,5,2,4,9,0,53,No,13.571526351813826,2,web
College Graduate,Married,71626.0,546,72,376,94,145,72,1,5,5,8,3,0,44,Yes,13.88911704312115,0,store
College Graduate,Together,60894.0,606,7,155,10,0,54,5,10,3,8,7,0,57,No,13.234770704996578,1,web
College Graduate,Together,50200.0,266,6,51,8,6,64,6,7,1,5,8,0,47,No,13.470225872689939,2,web
PhD,Married,81051.0,1142,29,249,38,29,14,1,5,5,12,2,0,58,Yes,12.334017796030116,0,store
College Graduate,Married,65169.0,1074,0,69,0,0,46,1,10,4,13,6,0,41,Yes,12.687200547570157,0,store
College Graduate,Together,59868.0,771,51,154,54,10,154,7,11,2,12,6,0,51,No,13.169062286105408,1,store
PhD,Married,65695.0,371,32,189,0,58,6,2,5,4,10,4,0,63,No,12.640657084188911,1,store
Master,Single,64857.0,556,14,717,210,0,43,1,7,5,10,4,0,67,No,13.828884325804244,0,store
Master,Together,45143.0,202,5,74,11,5,14,3,6,1,5,7,0,58,No,13.073237508555783,1,web
Technical School,Together,74805.0,209,162,209,41,162,37,5,4,7,10,2,0,68,No,12.876112251882272,1,store
Technical School,Married,59060.0,35,40,111,36,40,12,3,3,1,7,4,0,34,No,12.695414099931554,1,store
PhD,Single,27238.0,37,0,17,0,0,3,3,3,0,3,9,0,61,No,13.423682409308693,2,web
College Graduate,Together,47009.0,171,45,73,59,10,90,4,3,2,8,4,0,58,No,12.974674880219029,1,store
Technical School,Married,46094.0,12,2,20,3,2,5,1,1,0,3,7,0,50,No,12.284736481861739,2,store
College Graduate,Married,40321.0,44,4,21,6,0,27,2,3,0,3,7,0,51,No,13.149897330595483,2,web
College Graduate,Together,37235.0,20,2,9,4,6,20,1,1,1,2,4,0,39,No,12.63791923340178,1,store
Master,Married,81843.0,779,86,537,34,69,138,1,5,9,12,3,0,63,No,13.418206707734429,0,store
Master,Together,46692.0,170,6,97,24,12,88,3,6,1,5,6,0,65,No,13.295003422313483,1,web
College Graduate,Together,77382.0,491,48,231,112,105,134,2,5,7,12,1,0,55,Yes,12.706365503080082,1,store
College Graduate,Single,37774.0,173,8,107,7,2,176,4,7,2,3,9,1,46,Yes,14.050650239561945,2,web
High School,Married,18393.0,7,10,13,16,0,4,2,3,0,3,8,0,49,No,12.484599589322382,1,web
Master,Married,72828.0,1205,0,235,19,14,205,6,6,3,13,7,0,61,No,13.60164271047228,1,store
College Graduate,Married,24711.0,10,7,25,6,3,7,1,3,0,3,7,0,41,No,12.429842573579739,0,web
PhD,Married,45503.0,97,4,44,6,1,18,1,3,1,4,5,0,48,No,12.991101984941821,1,store
Master,Single,6560.0,67,11,26,4,3,262,0,1,0,1,17,0,41,No,12.777549623545516,0,web
PhD,Together,71604.0,345,53,528,98,75,97,1,8,3,5,4,0,78,Yes,12.845995893223819,0,web
College Graduate,Married,27244.0,6,5,17,3,24,46,2,2,2,2,7,0,44,No,12.544832306639288,1,web
College Graduate,Married,48752.0,73,57,100,71,15,0,5,6,1,5,9,0,54,Yes,13.776865160848734,2,web
College Graduate,Married,71434.0,711,36,217,172,96,168,3,7,4,7,4,0,61,Yes,13.010266940451745,1,web
College Graduate,Single,90842.0,774,70,118,182,187,93,1,4,9,13,1,0,75,No,13.149897330595483,0,store
Master,Married,88097.0,163,0,480,0,126,75,1,6,5,8,9,0,45,Yes,14.094455852156058,1,store
College Graduate,Married,51948.0,82,33,54,71,30,41,2,5,2,4,5,0,48,No,13.013004791238878,1,web
College Graduate,Together,71853.0,358,108,413,141,97,32,1,2,8,6,1,0,41,No,13.374401095140314,0,catalog
Master,Married,35876.0,66,2,40,4,3,14,1,3,1,3,6,0,40,No,12.424366872005475,0,web
College Graduate,Widow,40049.0,13,6,7,0,3,3,1,1,0,3,6,0,71,No,12.933607118412047,1,store
College Graduate,Single,39660.0,139,13,78,20,13,36,3,7,1,3,9,0,41,Yes,14.121834360027378,1,web
College Graduate,Together,50127.0,274,0,21,4,6,15,1,5,1,6,6,0,61,Yes,12.317590691307323,1,store
Master,Married,43263.0,262,6,61,0,10,102,3,5,2,6,5,0,46,No,13.834360027378509,1,store
Master,Married,62845.0,1099,0,45,0,0,34,11,3,4,10,8,0,74,Yes,13.973990417522245,2,store
College Graduate,Married,18929.0,32,0,8,23,4,18,1,1,0,4,6,0,33,No,13.596167008898014,0,store
High School,Single,24367.0,2,4,2,0,11,5,1,1,0,2,9,0,41,No,13.508555783709788,1,store
College Graduate,Single,33249.0,6,10,21,19,14,42,2,2,1,3,6,0,48,No,13.585215605749486,1,store
Technical School,Married,26887.0,6,7,4,3,4,6,1,1,0,3,6,0,64,No,13.612594113620808,1,store
PhD,Married,50150.0,135,46,92,65,61,11,2,5,2,7,5,0,40,No,13.256673511293634,0,store
College Graduate,Together,62061.0,641,7,84,0,30,38,3,10,4,7,6,0,47,Yes,13.059548254620124,1,web
PhD,Divorced,85696.0,714,76,395,116,0,12,1,4,6,9,1,0,61,Yes,13.388090349075975,0,store
PhD,Together,76542.0,794,73,573,0,29,14,1,4,8,10,2,0,67,No,13.481177275838467,0,store
College Graduate,Single,70515.0,420,0,452,182,64,140,1,6,6,4,2,0,30,Yes,12.919917864476385,0,web
College Graduate,Together,18227.0,1,2,7,4,3,11,1,0,1,2,8,0,36,No,13.869952087611225,1,store
College Graduate,Married,69139.0,86,12,75,33,15,6,1,4,1,5,4,0,58,No,12.65160848733744,1,store
College Graduate,Married,69109.0,823,25,459,124,29,95,1,6,6,7,4,0,41,Yes,13.867214236824093,0,store
College Graduate,Single,69627.0,231,161,215,171,30,53,2,8,2,11,5,0,61,No,13.516769336071183,1,store
College Graduate,Married,38136.0,8,15,27,0,20,33,2,3,1,2,8,0,45,Yes,13.418206707734429,1,web
PhD,Single,62159.0,182,17,259,77,70,29,1,6,2,10,4,0,77,No,12.402464065708418,0,store
